pos_x,pos_y,pos_z,b_x,b_y,b_z,b_total_strength
12.0,50.0,25.0,-1.5026411182490542e-09,0.0,-8.734650710757659e-10,1.738065465004745e-09
12.100000000000001,50.0,25.0,-1.5158620254035543e-09,0.0,-8.767290885243745e-10,1.7511400785560664e-09
12.200000000000001,50.0,25.0,-1.5292221662714366e-09,0.0,-8.799904910247694e-10,1.764342284850057e-09
12.3,50.0,25.0,-1.5427232103083347e-09,0.0,-8.832488222460257e-10,1.7776735880422608e-09
12.4,50.0,25.0,-1.5563668487681305e-09,0.0,-8.865036135749257e-10,1.7911355126918349e-09
12.5,50.0,25.0,-1.5701547949968711e-09,0.0,-8.897543838315605e-10,1.8047296040679186e-09
12.600000000000001,50.0,25.0,-1.5840887847304118e-09,0.0,-8.930006389785064e-10,1.8184574284609176e-09
12.700000000000001,50.0,25.0,-1.5981705763958134e-09,0.0,-8.96241871823422e-10,1.8323205734987744e-09
12.8,50.0,25.0,-1.6124019514165035e-09,0.0,-8.994775617149269e-10,1.8463206484682932e-09
12.9,50.0,25.0,-1.626784714521282e-09,0.0,-9.027071742316025e-10,1.860459284641643e-09
13.0,50.0,25.0,-1.6413206940571218e-09,0.0,-9.059301608639614e-10,1.874738135608052e-09
13.100000000000001,50.0,25.0,-1.6560117423058835e-09,0.0,-9.091459586892301e-10,1.8891588776108605e-09
13.200000000000001,50.0,25.0,-1.6708597358048988e-09,0.0,-9.123539900387808e-10,1.9037232098899512e-09
13.3,50.0,25.0,-1.6858665756714902e-09,0.0,-9.1555366215804e-10,1.9184328550296763e-09
13.4,50.0,25.0,-1.7010341879314578e-09,0.0,-9.187443668587174e-10,1.9332895593123806e-09
13.5,50.0,25.0,-1.7163645238515166e-09,0.0,-9.219254801631663e-10,1.948295093077568e-09
13.600000000000001,50.0,25.0,-1.7318595602757669e-09,0.0,-9.250963619407108e-10,1.9634512510868486e-09
13.700000000000001,50.0,25.0,-1.7475212999661745e-09,0.0,-9.282563555357516e-10,1.9787598528947325e-09
13.8,50.0,25.0,-1.7633517719471238e-09,0.0,-9.314047873874672e-10,1.9942227432253786e-09
13.9,50.0,25.0,-1.7793530318540258e-09,0.0,-9.34540966640919e-10,2.0098417923553725e-09
14.0,50.0,25.0,-1.795527162286029e-09,0.0,-9.376641847493709e-10,2.025618896502652e-09
14.100000000000001,50.0,25.0,-1.8118762731628623e-09,0.0,-9.4077371506762e-10,2.0415559782216783e-09
14.200000000000001,50.0,25.0,-1.8284025020857872e-09,0.0,-9.438688124361415e-10,2.057654986804926e-09
14.3,50.0,25.0,-1.8451080147027285e-09,0.0,-9.469487127558376e-10,2.0739178986908287e-09
14.4,50.0,25.0,-1.861995005077557e-09,0.0,-9.500126325531786e-10,2.090346717878255e-09
14.5,50.0,25.0,-1.8790656960635584e-09,0.0,-9.53059768535523e-10,2.106943476347624e-09
14.600000000000001,50.0,25.0,-1.8963223396811057e-09,0.0,-9.560892971363952e-10,2.1237102344887803e-09
14.700000000000001,50.0,25.0,-1.913767217499532e-09,0.0,-9.591003740504893e-10,2.1406490815357126e-09
14.8,50.0,25.0,-1.931402641023222e-09,0.0,-9.620921337581842e-10,2.1577621360082425e-09
14.9,50.0,25.0,-1.9492309520819315e-09,0.0,-9.650636890393109e-10,2.1750515461607793e-09
15.0,50.0,25.0,-1.9672545232253316e-09,0.0,-9.68014130475957e-10,2.1925194904382608e-09
15.100000000000001,50.0,25.0,-1.9854757581217878e-09,0.0,-9.709425259440395e-10,2.21016817793938e-09
15.200000000000001,50.0,25.0,-2.003897091961372e-09,0.0,-9.738479200934118e-10,2.227999848887227e-09
15.3,50.0,25.0,-2.022520991863118e-09,0.0,-9.767293338162403e-10,2.246016775107454e-09
15.4,50.0,25.0,-2.0413499572864915e-09,0.0,-9.795857637033882e-10,2.264221260514067e-09
15.5,50.0,25.0,-2.0603865204470944e-09,0.0,-9.824161814885423e-10,2.2826156416029864e-09
15.600000000000001,50.0,25.0,-2.079633246736578e-09,0.0,-9.852195334798045e-10,2.30120228795347e-09
15.700000000000001,50.0,25.0,-2.0990927351467686e-09,0.0,-9.879947399784743e-10,2.3199836027375443e-09
15.8,50.0,25.0,-2.118767618697965e-09,0.0,-9.907406946847326e-10,2.338962023237537e-09
15.9,50.0,25.0,-2.1386605648714322e-09,0.0,-9.934562640899353e-10,2.3581400213718703e-09
16.0,50.0,25.0,-2.1587742760460155e-09,0.0,-9.9614028685522e-10,2.377520104229194e-09
16.1,50.0,25.0,-2.179111489938904e-09,0.0,-9.98791573176126e-10,2.3971048146110323e-09
16.2,50.0,25.0,-2.1996749800504783e-09,0.0,-1.0014089041329072e-09,2.4168967315830317e-09
16.3,50.0,25.0,-2.2204675561132274e-09,0.0,-1.0039910310262309e-09,2.4368984710349677e-09
16.400000000000002,50.0,25.0,-2.241492064544708e-09,0.0,-1.006536674697933e-09,2.4571126862496295e-09
16.5,50.0,25.0,-2.262751388904459e-09,0.0,-1.009044524836499e-09,2.4775420684806897e-09
16.6,50.0,25.0,-2.284248450354906e-09,0.0,-1.0115132392669403e-09,2.4981893475397513e-09
16.7,50.0,25.0,-2.3059862081261324e-09,0.0,-1.01394144322471e-09,2.5190572923926417e-09
16.8,50.0,25.0,-2.3279676599845103e-09,0.0,-1.0163277286133183e-09,2.5401487117651327e-09
16.900000000000002,50.0,25.0,-2.3501958427051065e-09,0.0,-1.018670653245279e-09,2.5614664547581976e-09
17.0,50.0,25.0,-2.3726738325478116e-09,0.0,-1.0209687400660283e-09,2.5830134114729513e-09
17.1,50.0,25.0,-2.3954047457371455e-09,0.0,-1.0232204763604373e-09,2.6047925136454378e-09
17.2,50.0,25.0,-2.418391738945599e-09,0.0,-1.0254243129415406e-09,2.62680673529134e-09
17.3,50.0,25.0,-2.441638009780521e-09,0.0,-1.0275786633210868e-09,2.6490590933608363e-09
17.400000000000002,50.0,25.0,-2.465146797274388e-09,0.0,-1.0296819028615226e-09,2.6715526484036766e-09
17.5,50.0,25.0,-2.488921382378395e-09,0.0,-1.0317323679089926e-09,2.694290505244651e-09
17.6,50.0,25.0,-2.5129650884592894e-09,0.0,-1.0337283549069576e-09,2.717275813669611e-09
17.7,50.0,25.0,-2.5372812817992995e-09,0.0,-1.0356681194899938e-09,2.7405117691221537e-09
17.8,50.0,25.0,-2.5618733720990613e-09,0.0,-1.0375498755573588e-09,2.7640016134111257e-09
17.900000000000002,50.0,25.0,-2.5867448129834513e-09,0.0,-1.0393717943258738e-09,2.78774863542913e-09
18.0,50.0,25.0,-2.6118991025101323e-09,0.0,-1.0411320033616774e-09,2.8117561718821096e-09
18.1,50.0,25.0,-2.637339783680754e-09,0.0,-1.04282858559041e-09,2.836027608030243e-09
18.2,50.0,25.0,-2.6630704449545967e-09,0.0,-1.0444595782853366e-09,2.8605663784402308e-09
18.3,50.0,25.0,-2.689094720764523e-09,0.0,-1.046022972032966e-09,2.885375967749144e-09
18.400000000000002,50.0,25.0,-2.7154162920351153e-09,0.0,-1.047516709675656e-09,2.9104599114400194e-09
18.5,50.0,25.0,-2.742038886702755e-09,0.0,-1.0489386852307368e-09,2.9358217966292966e-09
18.6,50.0,25.0,-2.7689662802375185e-09,0.0,-1.0502867427856338e-09,2.9614652628662814e-09
18.7,50.0,25.0,-2.79620229616666e-09,0.0,-1.0515586753684898e-09,2.9873940029447795e-09
18.8,50.0,25.0,-2.823750806599501e-09,0.0,-1.0527522237937632e-09,3.0136117637270474e-09
18.900000000000002,50.0,25.0,-2.8516157327535063e-09,0.0,-1.0538650754822735e-09,3.040122346980229e-09
19.0,50.0,25.0,-2.8798010454812987e-09,0.0,-1.0548948632551559e-09,3.066929610225395e-09
19.1,50.0,25.0,-2.908310765798385e-09,0.0,-1.0558391641011744e-09,3.0940374675993592e-09
19.200000000000003,50.0,25.0,-2.9371489654113844e-09,0.0,-1.0566954979168349e-09,3.1214498907294463e-09
19.3,50.0,25.0,-2.9663197672464023e-09,0.0,-1.0574613262187334e-09,3.149170909621298e-09
19.400000000000002,50.0,25.0,-2.9958273459773507e-09,0.0,-1.0581340508275557e-09,3.177204613559918e-09
19.5,50.0,25.0,-3.0256759285538986e-09,0.0,-1.0587110125231404e-09,3.205555152024103e-09
19.6,50.0,25.0,-3.055869794728729e-09,0.0,-1.05918948967001e-09,3.234226735614376e-09
19.700000000000003,50.0,25.0,-3.0864132775837864e-09,0.0,-1.059566696812757e-09,3.263223636994588e-09
19.8,50.0,25.0,-3.1173107640551946e-09,0.0,-1.0598397832406647e-09,3.2925501918473466e-09
19.900000000000002,50.0,25.0,-3.1485666954564836e-09,0.0,-1.0600058315209384e-09,3.3222107998434053e-09
20.0,50.0,25.0,-3.1801855679997018e-09,0.0,-1.0600618559999001e-09,3.352209925625115e-09
20.1,50.0,25.0,-3.2121719333141212e-09,0.0,-1.0600048012714998e-09,3.3825520998041715e-09
20.200000000000003,50.0,25.0,-3.244530398962041e-09,0.0,-1.059831540612477e-09,3.4132419199737068e-09
20.3,50.0,25.0,-3.2772656289512938e-09,0.0,-1.0595388743835123e-09,3.4442840517349026e-09
20.400000000000002,50.0,25.0,-3.310382344244023e-09,0.0,-1.0591235283956703e-09,3.4756832297382696e-09
20.5,50.0,25.0,-3.3438853232612323e-09,0.0,-1.0585821522414557e-09,3.5074442587396923e-09
20.6,50.0,25.0,-3.377779402382636e-09,0.0,-1.0579113175897725e-09,3.5395720146713963e-09
20.700000000000003,50.0,25.0,-3.412069476441302e-09,0.0,-1.0571075164440707e-09,3.5720714457279506e-09
20.8,50.0,25.0,-3.446760499212535e-09,0.0,-1.0561671593629639e-09,3.604947573467425e-09
20.900000000000002,50.0,25.0,-3.481857483896468e-09,0.0,-1.0550865736425785e-09,3.638205493927835e-09
21.0,50.0,25.0,-3.51736550359374e-09,0.0,-1.0538620014598877e-09,3.6718503787589552e-09
21.1,50.0,25.0,-3.5532896917737212e-09,0.0,-1.0524895979762826e-09,3.705887476369684e-09
21.200000000000003,50.0,25.0,-3.5896352427345416e-09,0.0,-1.0509654294006126e-09,3.740322113090941e-09
21.3,50.0,25.0,-3.626407412054379e-09,0.0,-1.049285471010918e-09,3.775159694354339e-09
21.400000000000002,50.0,25.0,-3.6636115170332457e-09,0.0,-1.047445605134075e-09,3.810405705886623e-09
21.5,50.0,25.0,-3.7012529371245734e-09,0.0,-1.0454416190825542e-09,3.8460657149200184e-09
21.6,50.0,25.0,-3.7393371143558034e-09,0.0,-1.0432692030475003e-09,3.882145371418509e-09
21.700000000000003,50.0,25.0,-3.7778695537373275e-09,0.0,-1.0409239479473033e-09,3.918650409320239e-09
21.8,50.0,25.0,-3.816855823658785e-09,0.0,-1.0384013432308581e-09,3.955586647795954e-09
21.900000000000002,50.0,25.0,-3.85630155627203e-09,0.0,-1.0356967746346722e-09,3.992959992523685e-09
22.0,50.0,25.0,-3.896212447859768e-09,0.0,-1.0328055218929856e-09,4.030776436979611e-09
22.1,50.0,25.0,-3.936594259189034e-09,0.0,-1.029722756400056e-09,4.069042063745248e-09
22.200000000000003,50.0,25.0,-3.97745281584849e-09,0.0,-1.0264435388237619e-09,4.107763045830921e-09
22.3,50.0,25.0,-4.018794008568568e-09,0.0,-1.0229628166696516e-09,4.146945648015576e-09
22.400000000000002,50.0,25.0,-4.060623793523453e-09,0.0,-1.0192754217945827e-09,4.186596228202969e-09
22.5,50.0,25.0,-4.102948192613781e-09,0.0,-1.015376067869067e-09,4.226721238794196e-09
22.6,50.0,25.0,-4.145773293728967e-09,0.0,-1.0112593477874472e-09,4.267327228076588e-09
22.700000000000003,50.0,25.0,-4.189105250987979e-09,0.0,-1.0069197310250219e-09,4.308420841628933e-09
22.8,50.0,25.0,-4.232950284957401e-09,0.0,-1.00235156094122e-09,4.350008823743033e-09
22.900000000000002,50.0,25.0,-4.277314682845435e-09,0.0,-9.975490520279373e-10,4.392098018861484e-09
23.0,50.0,25.0,-4.32220479867063e-09,0.0,-9.925062871021453e-10,4.434695373031693e-09
23.1,50.0,25.0,-4.367627053403954e-09,0.0,-9.872172144418466e-10,4.477807935376016e-09
23.200000000000003,50.0,25.0,-4.413587935082759e-09,0.0,-9.8167564486451e-10,4.521442859577929e-09
23.3,50.0,25.0,-4.460093998895267e-09,0.0,-9.758752487470469e-10,4.565607405384161e-09
23.400000000000002,50.0,25.0,-4.507151867233995e-09,0.0,-9.698095529864546e-10,4.6103089401226335e-09
23.5,50.0,25.0,-4.554768229716535e-09,0.0,-9.63471937900206e-10,4.655554940236049e-09
23.6,50.0,25.0,-4.602949843172167e-09,0.0,-9.568556340654874e-10,4.7013529928310575e-09
23.700000000000003,50.0,25.0,-4.6517035315924635e-09,0.0,-9.499537190963941e-10,4.747710797242695e-09
23.8,50.0,25.0,-4.7010361860442506e-09,0.0,-9.42759114358187e-10,4.794636166613991e-09
23.900000000000002,50.0,25.0,-4.750954764543065e-09,0.0,-9.352645816177108e-10,4.842137029490491e-09
24.0,50.0,25.0,-4.801466291885206e-09,0.0,-9.274627196291087e-10,4.8902214314294285e-09
24.1,50.0,25.0,-4.852577859436478e-09,0.0,-9.193459606539406e-10,4.9388975366233124e-09
24.200000000000003,50.0,25.0,-4.904296624875535e-09,0.0,-9.109065669148669e-10,4.988173629537588e-09
24.3,50.0,25.0,-4.956629811889819e-09,0.0,-9.021366269820043e-10,5.038058116562112e-09
24.400000000000002,50.0,25.0,-5.009584709821818e-09,0.0,-8.93028052091153e-10,5.088559527676007e-09
24.5,50.0,25.0,-5.0631686732635006e-09,0.0,-8.835725723930428e-10,5.139686518125608e-09
24.6,50.0,25.0,-5.117389121596522e-09,0.0,-8.737617331327896e-10,5.191447870115007e-09
24.700000000000003,50.0,25.0,-5.172253538475846e-09,0.0,-8.635868907587819e-10,5.243852494508816e-09
24.8,50.0,25.0,-5.2277694712542295e-09,0.0,-8.53039208960213e-10,5.296909432546604e-09
24.900000000000002,50.0,25.0,-5.283944530345103e-09,0.0,-8.421096546325113e-10,5.3506278575686065e-09
25.0,50.0,25.0,-5.340786388521038e-09,0.0,-8.307889937699386e-10,5.405017076752012e-09
25.1,50.0,25.0,-5.398302780145161e-09,0.0,-8.190677872846739e-10,5.460086532857367e-09
25.200000000000003,50.0,25.0,-5.456501500332589e-09,0.0,-8.069363867516935e-10,5.515845805984398e-09
25.3,50.0,25.0,-5.515390404039004e-09,0.0,-7.943849300788158e-10,5.5723046153366256e-09
25.400000000000002,50.0,25.0,-5.574977405073238e-09,0.0,-7.81403337101322e-10,5.6294728209940066e-09
25.5,50.0,25.0,-5.635270475030802e-09,0.0,-7.67981305100569e-10,5.687360425692911e-09
25.6,50.0,25.0,-5.696277642145059e-09,0.0,-7.541083042460887e-10,5.745977576612581e-09
25.700000000000003,50.0,25.0,-5.7580069900526915e-09,0.0,-7.397735729606791e-10,5.805334567167224e-09
25.8,50.0,25.0,-5.820466656469991e-09,0.0,-7.249661132080714e-10,5.8654418388028516e-09
