pos_x,pos_y,pos_z,b_x_gt,b_y_gt,b_z_gt,b_total_strength_gt,throttle,b_motor_x,b_motor_y,b_motor_z,b_x_noisy,b_y_noisy,b_z_noisy,b_total_strength_noisy
83.30000000000001,50.0,25.0,2.3059862081261316e-09,0.0,-1.01394144322471e-09,2.519057292392641e-09,0.5340191457017909,-0.0,-0.0,5.34019145701791e-06,2.9162066278660143e-08,-1.6697530440968463e-08,5.341577918282738e-06,5.341683619489105e-06
83.4,50.0,25.0,2.2842484503549053e-09,0.0,-1.01151323926694e-09,2.4981893475397504e-09,0.5324540613326184,-0.0,-0.0,5.324540613326184e-06,5.8844626273809497e-08,-2.3128860713491592e-08,5.325648329997473e-06,5.326023635794728e-06
83.5,50.0,25.0,2.262751388904459e-09,0.0,-1.009044524836499e-09,2.4775420684806897e-09,0.530923329989034,-0.0,-0.0,5.309233299890341e-06,-1.6139962812285845e-08,5.161783570562267e-08,5.310429782825536e-06,5.310705167647982e-06
83.60000000000001,50.0,25.0,2.241492064544706e-09,0.0,-1.006536674697933e-09,2.457112686249628e-09,0.5294271933912618,-0.0,-0.0,5.294271933912619e-06,1.2462577773195202e-08,-1.4785415135507505e-08,5.295693925569742e-06,5.2957292300175e-06
83.7,50.0,25.0,2.2204675561132274e-09,0.0,-1.0039910310262309e-09,2.4368984710349677e-09,0.527965887796614,-0.0,-0.0,5.2796588779661404e-06,6.7195731693831e-08,6.757036984326474e-08,5.280257541566312e-06,5.281117374808719e-06
83.80000000000001,50.0,25.0,2.199674980050475e-09,0.0,-1.001408904132907e-09,2.416896731583029e-09,0.5265396439621839,-0.0,-0.0,5.265396439621841e-06,5.4121749199002704e-08,4.0641782379182674e-08,5.266405364525856e-06,5.266840265445501e-06
83.9,50.0,25.0,2.179111489938903e-09,0.0,-9.98791573176126e-10,2.397104814611031e-09,0.5251486871084071,-0.0,-0.0,5.2514868710840705e-06,1.6254612674070323e-08,-5.836721776651993e-08,5.252557529252149e-06,5.2529069611641155e-06
84.0,50.0,25.0,2.1587742760460155e-09,0.0,-9.9614028685522e-10,2.377520104229194e-09,0.5237932368834951,-0.0,-0.0,5.237932368834952e-06,1.3579883502033138e-08,1.904563433027114e-08,5.239296159131927e-06,5.239348374799822e-06
84.10000000000001,50.0,25.0,2.1386605648714306e-09,0.0,-9.934562640899347e-10,2.3581400213718687e-09,0.5224735073287512,-0.0,-0.0,5.2247350732875116e-06,-3.224055186339789e-08,-7.71665413586544e-09,5.22602814456001e-06,5.2261332902700494e-06
84.2,50.0,25.0,2.118767618697965e-09,0.0,-9.907406946847326e-10,2.338962023237537e-09,0.5211897068447707,-0.0,-0.0,5.2118970684477086e-06,5.512333754338841e-08,-6.322923836651754e-08,5.2126119491116355e-06,5.213286856767785e-06
84.30000000000001,50.0,25.0,2.0990927351467657e-09,0.0,-9.879947399784741e-10,2.3199836027375414e-09,0.5199420381585322,-0.0,-0.0,5.199420381585323e-06,5.573239788738971e-08,-2.386210835525271e-08,5.200449505418714e-06,5.200802876364301e-06
84.4,50.0,25.0,2.079633246736577e-09,0.0,-9.85219533479804e-10,2.3012022879534687e-09,0.5187306982913854,-0.0,-0.0,5.187306982913854e-06,-8.217227391343171e-09,-2.6042111418681872e-08,5.188600654985063e-06,5.188672515326493e-06
84.5,50.0,25.0,2.0603865204470944e-09,0.0,-9.824161814885423e-10,2.2826156416029864e-09,0.5175558785279372,-0.0,-0.0,5.175558785279372e-06,2.6451338390399224e-08,8.625957750765036e-08,5.1761399448387815e-06,5.176926222824705e-06
84.60000000000001,50.0,25.0,2.04134995728649e-09,0.0,-9.795857637033878e-10,2.2642212605140655e-09,0.516417764385847,-0.0,-0.0,5.1641776438584695e-06,6.573128910339757e-08,8.845736260083479e-09,5.165104895663821e-06,5.165530701934463e-06
84.7,50.0,25.0,2.022520991863118e-09,0.0,-9.767293338162403e-10,2.246016775107454e-09,0.5153165355865317,-0.0,-0.0,5.153165355865317e-06,2.4906712295505863e-08,-1.57645631323135e-08,5.154417320467087e-06,5.1545016033850675e-06
84.80000000000001,50.0,25.0,2.003897091961369e-09,0.0,-9.738479200934112e-10,2.2279998488872242e-09,0.5142523660267838,-0.0,-0.0,5.142523660267839e-06,-3.2183768447949845e-08,-5.1745773771973555e-08,5.143479427057209e-06,5.143840397661608e-06
84.9,50.0,25.0,1.985475758121786e-09,0.0,-9.70942525944039e-10,2.2101681779393787e-09,0.5132254237513139,-0.0,-0.0,5.132254237513139e-06,-2.632142401323527e-08,3.2557399421014666e-08,5.13339733229659e-06,5.133568054759661e-06
